P00352,O60356
P05023,P45880
Q6YHK3,Q6UWV6
Q9Y2X8,Q13064
Q6IAA8,Q8N1F8
P51858,O15479
P17987,Q9UGI9
O95793,P42677
Q9Y5J1,Q13243
P12814,P63261
Q86YD3,P06756
P16403,Q96DX5
P61964,P05412
P82664,P09651
Q15717,Q9HCE3
Q16795,Q8NEN0
Q99459,Q9NVU0
P61604,P20962
Q9NQW6,Q9NQ39
P51965,Q9Y6M9
P61956,P62879
Q96BR9,Q96PV4
Q13347,Q9UGI8
Q5BVD1,Q9HBH5
Q69YN4,P02794
Q13451,P11216
Q86UL3,Q9P2W7
Q14258,Q9H2U1
P41743,P68400
P10276,P39687
Q96FW1,O14773
P53990,O15405
Q9BWU1,Q9UKB3
Q12873,Q8WTT2
P04004,Q969X2
Q96RP9,Q9Y2Q9
Q96CF2,P31948
O95994,P31949
P40337,O60678
O95202,P02792
Q3B820,A1L4K1
P12314,Q92982
Q14684,Q5JVF3
Q9BRQ0,Q92793
O95218,P26368
Q14684,P62888
Q13618,Q06265
P01106,Q03468
P84095,Q13177
Q14393,Q8NEX6
Q7Z6J8,Q8WX39
P05556,P23142
Q9H313,Q8NB49
Q9BTX1,Q9C0E8
Q92538,Q8TC07
Q14164,P09661
Q15058,P13639
O43474,Q9BUJ2
P12830,Q92930
P55854,P33992
Q9NU19,Q96L46
O15111,P35579
Q13163,Q7L266
P50402,Q13895
Q14258,O75815
Q15365,Q07666
Q9UBL3,Q15723
O95202,O14880
P05023,Q92905
Q92785,Q9NV06
Q13322,P51784
Q06787,Q07021
P12830,Q07021
P13674,O43852
P68371,O43918
P51668,Q68DV7
Q8TDY8,O95674
P04637,O60573
P07948,P63027
P61981,Q6AWC2
Q15029,P49368
P42704,Q8IXM3
P03372,Q9Y6J9
P12814,P08238
P27695,O43491
Q2TAL5,O43657
Q9NVH1,Q8TBP5
P20339,Q15043
P11142,O15013
O15143,Q8NBF2
Q07020,Q4U2R6
O75376,Q9H6I2
P51608,Q8NAV1
Q9HC97,O95992
P21741,P78362
P01106,Q9NPA8
Q9NNW5,Q63ZY6
O60885,Q15750
Q6UX06,Q8NBN7
